fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.2;0.26;0.44;7.1;0.027;25.0;126.0;0.993;3.02;0.34;11.1;8
8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8
7.5;0.28;0.34;4.2;0.028;36.0;116.0;0.991;2.99;0.41;12.3;8
8.0;0.45;0.36;8.8;0.026;50.0;151.0;0.9927;3.07;0.25;12.7;8
6.8;0.24;0.4;1.8;0.047;34.0;105.0;0.99;3.13;0.49;12.8;8
7.8;0.21;0.39;1.8;0.034;62.0;180.0;0.991;3.09;0.75;12.6;8
7.8;0.29;0.36;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;11.2;8
7.3;0.23;0.37;1.9;0.041;51.0;165.0;0.9908;3.26;0.4;12.2;8
7.3;0.39;0.37;1.1;0.043;36.0;113.0;0.991;3.39;0.48;12.7;8
7.8;0.29;0.36;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;11.2;8
6.8;0.35;0.32;2.4;0.048;35.0;103.0;0.9911;3.28;0.46;12.0;8
7.4;0.4;0.29;5.4;0.044;31.0;122.0;0.994;3.3;0.5;11.1;8
7.1;0.26;0.31;2.2;0.044;29.0;128.0;0.9937;3.34;0.64;10.9;8
8.2;0.22;0.36;6.8;0.034;12.0;90.0;0.9944;3.01;0.38;10.5;8
6.9;0.3;0.33;4.1;0.035;26.0;155.0;0.9925;3.25;0.79;12.3;8
8.0;0.44;0.49;9.1;0.031;46.0;151.0;0.9926;3.16;0.27;12.7;8
8.0;0.34;0.49;9.0;0.033;39.0;180.0;0.9936;3.13;0.38;12.3;8
7.7;0.35;0.49;8.65;0.033;42.0;186.0;0.9931;3.14;0.38;12.4;8
7.0;0.17;0.74;12.8;0.045;24.0;126.0;0.9942;3.26;0.38;12.2;8
7.1;0.26;0.49;2.2;0.032;31.0;113.0;0.9903;3.37;0.42;12.9;8
6.2;0.22;0.49;6.0;0.029;31.0;128.0;0.9928;3.41;0.36;11.3;8
7.1;0.28;0.49;6.5;0.041;28.0;111.0;0.9926;3.41;0.58;12.2;8
6.5;0.13;0.37;1.0;0.036;48.0;114.0;0.9911;3.41;0.51;11.5;8
6.5;0.18;0.34;1.6;0.04;43.0;148.0;0.9912;3.32;0.59;11.5;8
6.5;0.18;0.34;1.6;0.04;43.0;148.0;0.9912;3.32;0.59;11.5;8
6.4;0.15;0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;8
6.4;0.15;0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;8
6.9;0.25;0.27;9.05;0.039;37.0;128.0;0.9936;3.27;0.34;11.3;8
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
6.3;0.41;0.18;3.5;0.027;23.0;109.0;0.99018;3.34;0.54;12.8;8
6.8;0.37;0.28;1.9;0.024;64.0;106.0;0.98993;3.45;0.6;12.6;8
7.7;0.4;0.27;4.5;0.034;27.0;95.0;0.99175;3.21;0.59;12.3;8
6.9;0.15;0.28;4.4;0.029;14.0;107.0;0.99347;3.24;0.46;10.4;8
6.9;0.15;0.28;4.4;0.029;14.0;107.0;0.99347;3.24;0.46;10.4;8
6.8;0.46;0.26;2.7;0.042;28.0;83.0;0.99114;3.38;0.51;12.0;8
7.0;0.28;0.26;1.7;0.042;34.0;130.0;0.9925;3.43;0.5;10.7;8
7.3;0.17;0.24;8.1;0.121;32.0;162.0;0.99508;3.17;0.38;10.4;8
7.3;0.17;0.24;8.1;0.121;32.0;162.0;0.99508;3.17;0.38;10.4;8
8.0;0.13;0.25;1.1;0.033;15.0;86.0;0.99044;2.98;0.39;11.2;8
5.8;0.17;0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8
5.8;0.17;0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8
5.8;0.315;0.27;1.55;0.026;15.0;70.0;0.98994;3.37;0.4;11.9;8
7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.99352;3.09;0.33;11.7;8
7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.99352;3.09;0.33;11.7;8
7.0;0.36;0.32;10.5;0.045;35.0;135.0;0.9935;3.09;0.33;11.6;8
6.4;0.22;0.32;7.2;0.028;15.0;83.0;0.993;3.13;0.55;10.9;8
5.5;0.15;0.32;14.0;0.031;16.0;99.0;0.99437;3.26;0.38;11.5;8
6.4;0.22;0.32;7.2;0.028;15.0;83.0;0.993;3.13;0.55;10.9;8
6.6;0.29;0.31;3.9;0.027;39.0;96.0;0.99035;3.24;0.6;12.6;8
5.8;0.21;0.32;1.6;0.045;38.0;95.0;0.98946;3.23;0.94;12.4;8
5.2;0.285;0.29;5.15;0.035;64.0;138.0;0.9895;3.19;0.34;12.4;8
6.5;0.44;0.47;5.45;0.014;44.0;137.0;0.98984;3.13;0.32;13.0;8
5.2;0.155;0.33;1.6;0.028;13.0;59.0;0.98975;3.3;0.84;11.9;8
5.6;0.21;0.4;1.3;0.041;81.0;147.0;0.9901;3.22;0.95;11.6;8
5.2;0.155;0.33;1.6;0.028;13.0;59.0;0.98975;3.3;0.84;11.9;8
7.0;0.12;0.29;10.3;0.039;41.0;98.0;0.99564;3.19;0.38;9.8;8
7.0;0.12;0.29;10.3;0.039;41.0;98.0;0.99564;3.19;0.38;9.8;8
7.0;0.12;0.29;10.3;0.039;41.0;98.0;0.99564;3.19;0.38;9.8;8
4.9;0.33;0.31;1.2;0.016;39.0;150.0;0.98713;3.33;0.59;14.0;8
5.5;0.34;0.26;2.2;0.021;31.0;119.0;0.98919;3.55;0.49;13.0;8
6.5;0.35;0.36;0.8;0.034;32.0;111.0;0.98942;3.11;0.5;12.1;8
6.8;0.22;0.31;6.9;0.037;33.0;121.0;0.99176;3.02;0.39;11.9;8
7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;8
7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;8
6.8;0.28;0.43;7.6;0.03;30.0;110.0;0.99164;3.08;0.59;12.5;8
7.0;0.53;0.43;6.1;0.029;6.0;76.0;0.99118;3.08;0.5;12.5;8
6.8;0.28;0.43;7.6;0.03;30.0;110.0;0.99164;3.08;0.59;12.5;8
6.7;0.33;0.36;6.6;0.042;34.0;116.0;0.99123;2.97;0.31;12.2;8
6.7;0.33;0.34;7.5;0.036;39.0;124.0;0.99123;2.99;0.32;12.4;8
6.9;0.36;0.35;8.6;0.038;37.0;125.0;0.9916;3.0;0.32;12.4;8
7.0;0.17;0.36;6.4;0.055;42.0;123.0;0.99318;3.11;0.5;11.0;8
7.1;0.26;0.37;5.5;0.025;31.0;105.0;0.99082;3.06;0.33;12.6;8
5.3;0.3;0.16;4.2;0.029;37.0;100.0;0.9905;3.3;0.36;11.8;8
6.5;0.26;0.31;3.6;0.03;36.0;92.0;0.99026;3.22;0.62;12.6;8
6.6;0.23;0.3;4.6;0.06;29.0;154.0;0.99142;3.23;0.49;12.2;8
5.6;0.12;0.33;2.9;0.044;21.0;73.0;0.98896;3.17;0.32;12.9;8
5.6;0.12;0.33;2.9;0.044;21.0;73.0;0.98896;3.17;0.32;12.9;8
6.1;0.28;0.27;4.7;0.03;56.0;140.0;0.99042;3.16;0.42;12.5;8
6.1;0.28;0.27;4.7;0.03;56.0;140.0;0.99042;3.16;0.42;12.5;8
6.9;0.28;0.3;8.3;0.026;37.0;113.0;0.99139;2.99;0.38;12.3;8
6.3;0.29;0.28;4.7;0.059;28.0;81.0;0.99036;3.24;0.56;12.7;8
6.2;0.28;0.28;4.3;0.026;22.0;105.0;0.989;2.98;0.64;13.1;8
6.6;0.15;0.32;6.0;0.033;59.0;128.0;0.99192;3.19;0.71;12.1;8
6.6;0.15;0.32;6.0;0.033;59.0;128.0;0.99192;3.19;0.71;12.1;8
6.7;0.24;0.3;3.85;0.042;105.0;179.0;0.99189;3.04;0.59;11.3;8
6.6;0.16;0.36;1.1;0.031;27.0;93.0;0.98884;3.23;0.34;13.2;8
6.7;0.24;0.3;3.85;0.042;105.0;179.0;0.99189;3.04;0.59;11.3;8
6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;8
6.2;0.37;0.24;6.1;0.032;19.0;86.0;0.98934;3.04;0.26;13.4;8
6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;8
5.4;0.45;0.27;6.4;0.033;20.0;102.0;0.98944;3.22;0.27;13.4;8
6.2;0.37;0.24;6.1;0.032;19.0;86.0;0.98934;3.04;0.26;13.4;8
6.7;0.28;0.31;7.4;0.041;7.0;81.0;0.99254;3.04;0.47;11.4;8
5.7;0.15;0.47;11.4;0.035;49.0;128.0;0.99456;3.03;0.34;10.5;8
5.4;0.53;0.16;2.7;0.036;34.0;128.0;0.98856;3.2;0.53;13.2;8
5.8;0.32;0.28;4.3;0.032;46.0;115.0;0.98946;3.16;0.57;13.0;8
5.0;0.29;0.54;5.7;0.035;54.0;155.0;0.98976;3.27;0.34;12.9;8
5.4;0.53;0.16;2.7;0.036;34.0;128.0;0.98856;3.2;0.53;13.2;8
5.8;0.32;0.28;4.3;0.032;46.0;115.0;0.98946;3.16;0.57;13.0;8
7.3;0.41;0.29;1.8;0.032;26.0;74.0;0.98889;2.96;0.35;13.0;8
7.0;0.22;0.26;9.2;0.027;37.0;122.0;0.99228;3.06;0.34;12.5;8
7.0;0.22;0.26;9.2;0.027;37.0;122.0;0.99228;3.06;0.34;12.5;8
5.4;0.46;0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;8
5.4;0.46;0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;8
6.9;0.22;0.28;7.8;0.05;43.0;116.0;0.99326;3.22;0.6;11.5;8
6.6;0.5;0.26;11.3;0.029;32.0;110.0;0.99302;3.27;0.78;12.9;8
6.5;0.33;0.24;14.5;0.048;20.0;96.0;0.99456;3.06;0.3;11.5;8
6.5;0.43;0.31;3.6;0.046;19.0;143.0;0.99022;3.15;0.34;12.0;8
6.3;0.17;0.32;1.0;0.04;39.0;118.0;0.98886;3.31;0.4;13.1;8
7.1;0.45;0.24;2.7;0.04;24.0;87.0;0.98862;2.94;0.38;13.4;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
6.8;0.24;0.29;2.0;0.044;15.0;96.0;0.99232;3.23;0.64;10.4;8
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
5.2;0.3;0.34;1.5;0.038;18.0;96.0;0.98942;3.56;0.48;13.0;8
6.4;0.32;0.25;5.0;0.055;28.0;138.0;0.99171;3.27;0.5;12.4;8
4.4;0.32;0.39;4.3;0.03;31.0;127.0;0.98904;3.46;0.36;12.8;8
3.9;0.225;0.4;4.2;0.03;29.0;118.0;0.989;3.57;0.36;12.8;8
5.8;0.28;0.34;2.2;0.037;24.0;125.0;0.98986;3.36;0.33;12.8;8
